17170432,17301503
18219008,18350079
19267584,19398655
28966912,29097983
90532864,90533119
220209152,220211199
220212224,220212479
220217088,220217343
220302848,220303103
220306432,220306943
220309504,220310527
220311552,220313599
220430336,220432639
220444928,220446975
220448768,220459007
222756864,222789631
224957440,224957695
224959744,224959999
225050624,225051647
225062400,225062911
225108992,225109503
225129984,225130239
226361344,226492415
232787968,232790271
233308160,233570303
234383616,234383871
234386688,234386943
234475520,234487807
234976256,234979327
241172480,241434623
241565696,241598463
241606656,241607679
241613824,241614847
241623040,241627135
243990528,244318207
247463936,247464959
247467008,247469055
247470080,247472127
247477248,247478271
247595008,247726079
264306688,264306943
265158656,265289727
266062080,266062335
285305344,285305599
289956608,289956863
289958400,289958655
289960448,289960959
290193408,290210047
290210560,290258943
290295296,290295807
290301952,290302463
290310144,290312191
293520640,293520895
300503040,300511231
300523520,300527615
301074688,301074943
301088768,301090815
301091072,301091327
301091584,301092863
301507072,301507327
338066944,338069503
338165760,338169855
338176000,338182143
338280448,338296831
338393088,338395135
338436096,338444287
344343040,344346623
344371200,344371455
344388096,344388351
344674304,344674559
344674816,344675071
344675328,344675583
344675840,344676607
344677376,344677887
344678144,344678399
345379328,345379583
345380864,345381119
348033280,348033791
348040704,348041471
348127232,348153855
385999872,386000383
386007040,386007295
386089984,386090239
386090752,386091007
386091776,386092031
386244864,386245119
386322432,386326527
386445312,386449407
386461696,386465791
386469888,386473983
386482176,386486271
386494464,386498559
386519040,386521087
386521344,386522111
386522368,386522879
386527488,386528255
386528512,386529023
386529280,386529535
386529792,386530303
386530560,386531327
386539520,386543615
386588672,386592767
386651648,386651903
386808832,386809855
386869248,386869503
386894336,386894591
386908672,386909183
387980288,387980543
388083712,388083967
388084480,388084735
388086016,388086271
388099072,388099583
388165888,388169727
388170240,388171775
388172032,388172799
388173568,388173823
388178176,388178431
388178688,388178943
388179968,388180223
388190208,388193023
388193280,388194303
388208384,388208639
388514560,388514815
388988416,388988671
389013760,389014271
389017856,389018111
389019392,389019903
389021440,389021695
389100800,389101055
389104384,389104639
389104896,389105151
389105664,389105919
389106176,389106431
389106688,389107199
389221376,389222399
389302528,389302783
389316608,389317119
389317632,389318143
389421056,389421567
389422080,389422591
389458944,389459967
389614848,389615615
389629184,389629439
389630720,389631231
389631488,389631999
389643264,389644287
389660672,389673983
389674240,389688319
389688576,389698047
389702400,389702911
389703168,389703423
389703680,389704191
389704960,389705215
389705472,389705727
389750528,389750783
389788672,389789183
389851392,389851647
389894400,389896703
389896960,389898239
389942272,389942783
389951488,389951999
390070272,390071039
390103552,390103807
390104064,390104575
390104832,390105087
390160384,390165503
390167552,390167807
390280704,390281215
390304768,390305279
391115264,391115519
392662016,392662271
392690944,392691199
398490112,398490623
398495744,398499839
398503936,398508031
398674432,398674687
398941184,398942207
398978048,398979071
399003392,399003647
399019264,399019519
399187968,399188735
399188992,399190015
399195904,399196159
399276032,399278079
399279104,399279615
399322624,399322879
399366144,399367167
399367936,399368191
399429376,399429631
399474688,399474943
399475200,399475455
399477760,399478015
399478528,399479039
399479552,399479807
399480320,399480575
399564288,399564799
399639808,399640063
399782400,399782655
399785472,399785983
399851520,399852031
399852800,399853567
399854080,399854335
399855104,399855615
399856128,399856383
399856640,399856895
399857152,399858175
399858432,399858687
399859456,399859711
399921664,399921919
399922432,399922687
399929600,399929855
399968256,399968511
399993600,399993855
400110848,400111103
400133120,400133375
400372736,400373759
401430784,401431039
452997120,453001215
453019648,453023743
453027840,453031935
453036032,453037055
453040128,453044223
453047296,453050367
453246976,453509119
455274496,455278591
456130560,456261631
456262656,456263679
456564736,456572927
456654848,457179135
459298816,459299839
459341824,459407359
459541504,459542527
459544576,459545599
459931648,459964415
459997184,460062719
460128256,460136447
460277760,460278783
460355584,460356607
460454912,460455935
460591104,460593151
460597248,460598271
460599296,460601343
460726272,460726527
460726784,460727551
460729344,460734463
460940288,460941311
460995584,460996607
461062144,461078527
461101056,461102079
461107200,461108223
461109248,461110271
461125632,461126655
461228032,461229055
461623296,461625343
469237760,469499903
469729280,469762047
520965888,520966143
539656192,539660287
576898048,576901119
576903168,576903679
576904192,576905215
597295104,597360639
620691456,620699647
620707840,620708863
620712960,620715007
620716800,620717055
620719104,620720127
620725248,620726271
620731392,620732415
620734464,620735487
620737536,620739583
620741632,620743679
620744704,620745727
620748800,620751871
620752896,620753919
620754944,620756991
675674880,675675391
676249600,676251647
676320512,676321023
676322048,676322303
676343808,676345855
676347904,676356095
676413440,676421631
676454400,676462591
676845568,676848639
676853504,676854015
677180928,677181439
677246464,677246975
677307392,677307647
